text,labelWojciechowski zrobił złe wrażenie i zapewne czeka go powtórne przesłuchanie w europarlamencie,__label__1
Gdzie się podział Putin? Partia prezydencka znika przed lokalnymi wyborami w Rosji,__label__1
Jak brexit wciągnął brytyjską monarchię w polityczną grę [ANALIZA],__label__1
Boris Johnson przegrał w Izbie Gmin jutro zapewne czeka go to samo w Izbie Lordów [KOMENTARZ],__label__1
Boris Johnson przegrał w Izbie Gmin ale wizja brexitu bez porozumienia ciągle straszy [ANALIZA],__label__1
Bunt na pokładzie niweczy brexitowe plany premiera Johnsona,__label__1
Na Węgrzech zbliżają się wybory samorządowe – opozycja chce wygrać w Budapeszcie,__label__1
Co dalej z brexitem – decydujące starcie w brytyjskiej Izbie Gmin,__label__1
Europa idzie na wojnę handlową by stawić czoło Ameryce i Chinom,__label__1
Emmanuel Macron chce zostać nowym liderem Europy wyciąga więc rękę w stronę naszej części Unii [ANALIZA],__label__1
Historia polskiej Solidarności powinna być przestrogą dla Hongkongu [ANALIZA],__label__1
Ursula von der Leyen chce gruntownie przebudować strukturę Komisji Europejskiej,__label__1
Prezydent Zełenski w Warszawie – jaka polityka wobec Ukrainy [KOMENTARZ],__label__1
Pustka po Trumpie na warszawskich obchodach rocznicy wybuchu II wojny światowej [KOMENTARZ],__label__1
Trump opóźnia przeznaczoną na powstrzymywanie Rosji pomoc wojskową dla Ukrainy,__label__1
Dlaczego Boris Johnson poszedł na wojnę z parlamentem czyli co się dzieje w brytyjskiej wojnie o brexit,__label__1
Borisowi Johnsonowi parlament przeszkadza w prowadzeniu polityki więc go zawiesza [KOMENTARZ],__label__1
Wyrok unijnego trybunału w sprawie polskiego frankowicza może zatrząść bankami i rządem,__label__1
Przywódcy G7 odetchnęli bo Trump zachował się na szczycie w Biarritz poprawnie [KOMENTARZ],__label__1
Boris Johnson nie uzyskuje nic w sprawie brexitu na spotkaniu ze światowymi liderami w Biarritz [KOMENTARZ],__label__1
Chiny największy globalny truciciel objęły światowe przywództwo w obronie klimatu,__label__1
Królewskie gry w Belgii: książę popadł w ostry spór z państwem o pieniądze i dyplomację,__label__1
Koniec "cudu gospodarczego" Angeli Merkel – niemiecka gospodarka się kurczy,__label__1
Trump jedzie na szczyt G7 który może się dla niego okazać koszmarem,__label__1
Tylko w POLITICO: Bruksela proponuje 100-miliardowy fundusz dla "czempionów Europy",__label__1
Warszawa gra na nową pojednawczą melodię w Brukseli ale w kraju przykręca śrubę [OPINIA],__label__1
Co po dymisji włoskiego premiera? Cztery drogi wyjścia z kryzysu,__label__1
Europa nie ma ani wizji podboju kosmosu ani pieniędzy na to,__label__1
Aby poradzić sobie z kryzysem irańskim Trump musi schować szabelkę [KOMENTARZ],__label__1
Król Macron ma kłopoty z utrzymaniem na głowie europejskiej korony [KOMENTARZ],__label__1
Litwa rozlicza się z wojenną przeszłością – okazuje się że wielu jej bohaterów kolaborowało z nazistami,__label__1
Zielone partie zdobywają parlamenty ale nie w naszej części Europy,__label__1
Tadeusz Rydzyk ksiądz który kropi gorącą wodą [ANALIZA],__label__1
Chaos na szczytach władzy we Włoszech jest niezwykły nawet jak na ich własne standardy,__label__1
Europa musi stawić opór Chinom i zrobić to wspólnie z Ameryką [KOMENTARZ],__label__1
Polskie konie czystej krwi arabskiej startują w wyborczym wyścigu,__label__1
Co myśli najważniejszy doradca Borisa Johnsona?,__label__1
Unia podzielona w sprawie amerykańskich sankcji wymierzonych w Nord Stream 2,__label__1
Luksemburg chce w pełni zalegalizować marihuanę. Pierwszy taki kraj w UE,__label__1
Najlepsze podejście do Rosji: zaczekać aż sama się zawali [ANALIZA],__label__1
Hiszpania na krucjacie przeciwko homeopatii,__label__1
Co robić z upałami bo one z pewnością do nas powrócą,__label__1
Holandia wydała zakaz zakrywania twarzy ale instytucje nie chcą go egzekwować,__label__1
Działacz antykorupcyjny wskazuje Cypr jako pralnię pieniędzy rosyjskiej mafii,__label__1
Magdalena Adamowicz uczyniła z walkę z hejtem swoim głównym zadaniem w europarlamencie,__label__1
Rosja wtrąci się w przyszłoroczne wybory w USA a Ameryka jest nieprzygotowana [OPINIA],__label__1
E-hulajnogom może skończyć się bateria bo regulatorzy chcą im się dobrać do skóry,__label__1
Brutalnie rozgoniona demonstracja w Moskwie to znak że Putin ma poważny problem,__label__1
Zapowiedź Trumpa że zdelegalizuje Antifę wywołała burzę na niemieckim Twitterze,__label__1
Chcesz pomóc bezdomnym? Finowie mówią: zlikwiduj im schroniska,__label__1
Europa szykuje się na wojnę handlową z Trumpem,__label__1
Iran grozi zbrojnym konfliktem ale tak naprawdę chce siąść do stołu [OPINIA],__label__1
Polacy przestają kochać węgiel swoje "czarne złoto",__label__1
Ukraińskie tajne służby oplatają kraj korupcyjną siecią – Wołodymyr Zełenski ma szansę to zmienić,__label__1
Ursula von der Leyen wyjechała z Warszawy z pustymi rękami [KOMENTARZ],__label__1
Dlaczego Europa nie może przestać się śmiać z Borisa Johnsona [KOMENTARZ],__label__1
Czy zdrowy rozsądek Brytyjczyków zatrzyma populizm Borisa Johnsona? [KOMENTARZ],__label__1
Von der Leyen przyjeżdża w czwartek do Warszawy. Chce żeby polski komisarz był kobietą,__label__1
Przykuty do wózka Rosjanin trolluje Putina i ma półtora miliona obserwujących,__label__1
Jak Donald Trump poradzi sobie z silną kobietą z Europy - Ursulą von der Leyen? [KOMENTARZ],__label__1
Najważniejsze unijne spory – jak nie wiadomo o co chodzi to chodzi o pieniądze [KOMENTARZ],__label__1
Rasistowska historia napiwku – wersja amerykańska,__label__1
POLITICO widziało tajne (???) maile do Ursuli von der Leyen od Trumpa Orbána i Kaczyńskiego,__label__1
Nie lekceważcie von der Leyen – nowa szefowa Komisji może więcej niż myślą jej krytycy [KOMENTARZ],__label__1
Von der Leyen wykazała duże zdolności negocjacyjne by zdobyć główną posadę w Unii [KOMENTARZ],__label__1
Nawet poplecznicy Trumpa oburzają się na jego rasistowskie wypowiedzi [KOMENTARZ],__label__1
Ursula von der Leyen walczy o głosy europosłów ale jej wybór na szefową Komisji jest ciągle niepewny,__label__1
Sekstaśma która o mało nie spowodowała upadku Trumpa,__label__1
Wszystkie grzechy europosłów i europosłanek. Oczami brukselskiego weterana,__label__1
Kadencja Tuska w Brukseli dobiega końca – zaczyna się spór o jego spuściznę [KOMENTARZ],__label__1
Zdrowie Merkel wywołuje drgawki w całych Niemczech [KOMENTARZ],__label__1
Polska chce ważnego stanowiska w Komisji po porażkach w walce o najlepsze unijne posady,__label__1
Ursuli von der Leyen może nie starczyć głosów do wyboru na szefową Komisji Europejskiej,__label__1
Czego żąda PiS w zamian za poparcie von der Leyen na szefową Komisji Europejskiej? [ANALIZA],__label__1
Polska wśród największych na świecie obrońców węgla i ropy [ANALIZA],__label__1
Kto uśmiercił kandydaturę Timmermansa? Nie to nie Morawiecki [KOMENTARZ],__label__1
Chorwacja składa wniosek ws. przystąpienia do strefy euro,__label__1
"Drugi garnitur" zaproponowany na najwyższe stanowiska w UE [KOMENTARZ],__label__1
Jak Angelę Merkel upokorzono w bitwie o najwyższe stanowiska w Unii,__label__1
"Żółte kamizelki" zostawione w tyle,__label__1
Timmermans Borisow i sztuka kuluarowej rozmowy. Tak wyglądają kulisy walki o stanowiska w UE,__label__1
Raport Pentagonu: Rosja wygrywa z USA w wyścigu o globalne wpływy,__label__1
Dla autokratów tego świata czerwiec był wyjątkowo złym miesiącem [KOMENTARZ],__label__1
Jak dyktator Północnej Korei uczył się potajemnie w Szwajcarii,__label__1
Czarnoskóra Kamala Harris wygrywa debatę prezydencką Demokratów,__label__1
Rada Europy gromi Polskę w sprawie reformy sądownictwa i praw kobiet,__label__1
POLITICO: Trump bez wsparcia w konflikcie z Iranem,__label__1
Impas w bitwie o najwyższe unijne stanowiska – czy to moment dla Tuska? [KOMENTARZ],__label__1
Komisja Europejska nie znalazła dowodów na podwójne standardy żywności wobec Europy Wschodniej,__label__1
Trump zjeżdża po schodach ruchomych czyli 10 sekund które odmieniło Amerykę,__label__1
Prawdziwy powód dla którego Teheran prowokuje Trumpa: Irańczycy chcą rozmawiać [KOMENTARZ],__label__1
W rozgrywce z Iranem Trump bawi się w podpalacza i strażaka [KOMENTARZ],__label__1
Czy Putin traci zaufanie Rosjan? [OPINIA],__label__1
Przywódcy Unii nie zdołali wybrać przywódców Unii,__label__1
Amerykańscy senatorowie dostają tajne raporty na temat UFO,__label__1
Ameryka była słaba i dramatycznie podzielona kiedy przystępowała do II Wojny Światowej,__label__1
Rośnie napięcie w Zatoce Perskiej - wojna czy tylko gra pozorów? [KOMENTARZ],__label__1
POLITICO: zatrudnijcie Merkel w Brukseli!,__label__1
Nie nakładajmy kagańca na YouTube [OPINIA],__label__1
Komisja Europejska oskarża Rosję o rozpowszechnianie fake newsów przed eurowyborami,__label__1
W Görlitz tuż za naszą zachodnią granicą władzę może przejąć skrajna prawica,__label__1
Dwa oblicza polskiej polityki wobec imigrantów,__label__1
Jak skromny rosyjski dziennikarz pokonał Kreml [OPINIA],__label__1
Czy na Trumpa czekają prokuratorzy kiedy już opuści Biały Dom?,__label__1
Juncker o Trumpie: lubię go ale nie czytam jego tweetów,__label__1
Walka o najwyższe stanowiska w Unii bez Polaków,__label__1
Sukcesy wyborcze Zielonych zmienią priorytety Unii – oto siedem najważniejszych ekologicznych postulatów,__label__1
Amerykański bohater narodowy czarnoskóry pastor Martin Luther King oskarżony o seksualne ekscesy,__label__1
Media ogłosiły eutanazję holenderskiej nastolatki ale żadnej eutanazji nie było,__label__1
Wojskowe manewry niezaangażowanych wojskowo Niemiec,__label__1
Czy lądowanie w Normandii mogło wydarzyć się rok wcześniej?,__label__1
Człowiek który podczas lądowania w Normandii zdobył pierwszy przyczółek – plażę Omaha,__label__1
Donald Trump bezceremonialnie wtrącił się w wewnętrzne sprawy Wielkiej Brytanii [KOMENTARZ],__label__1
Niedenthal: polska rewolucja była mało fotogeniczna więc świat jej nie zapamiętał,__label__1
Trump wylądował w Londynie i gospodarze zastanawiają się ile gaf tam popełni [KOMENTARZ],__label__1
Francuska policja oskarżona o brutalność w walce z "żółtymi kamizelkami" – już 24 demonstrantów straciło oko,__label__1
Nieprzejednany wróg Trumpa w amerykańskim Kongresie to weteran walki z rosyjskimi szpiegami,__label__1
Eurosceptycy i populiści szukają sojuszy w nowym europarlamencie – PiS na razie z boku,__label__1
Trump narzuci miliardowe cła na Unię bo Airbus dostaje państwowe subsydia – tyle że amerykański Boeing też je dostaje,__label__1
Brukseli wypada z rąk super broń – kary za niedozwoloną pomoc publiczną,__label__1
Prokurator Mueller mówi że nie oczyścił Trumpa z zarzutu mataczenia w śledztwie o zmowę z Rosjanami,__label__1
Populistów nie da się pokonać ale można ich powstrzymać – tak jak kiedyś komunistów [OPINIA],__label__1
Przywódcy państw UE zebrali się na powyborczym konklawe. Mają zadanie dla Tuska,__label__1
Zwycięstwo populistów we Włoszech oznacza że kraj znajdzie się w Brukseli na marginesie [OPINIA],__label__1
W Unii po wyborach: zaczyna się bitwa o najwyższe stanowiska,__label__1
Populistyczna fala podniosła się ale nie przerwała wałów w Parlamencie Europejskim,__label__1
Walka o fotel szefa Komisji Europejskiej – z cienia wychodzi negocjator brexitu Michel Barnier,__label__1
Europa przegrała przedwyborczą walkę z fake newsami,__label__1
Unia nie przyjmie austriackiego modelu mariażu centrum ze skrajną prawicą [OPINIA],__label__1
Wielka Brytania jeszcze dzieli ale już nie rządzi [KOMENTARZ],__label__1
Premier Theresa May odchodzi po bitwie której nie mogła wygrać [KOMENTARZ],__label__1
Politico: Socjalista Timmermans kusi Biedronia bo liczy w eurowyborach na sukces lewicowej koalicji,__label__1
Strach może uratować Unię Europejską [OPINIA],__label__1
Czy Unia zmieniła się po brytyjskiej decyzji o rozwodzie? Być może…,__label__1
Niemcy mają kłopot z demokracją – boją się dyktatury tłumu [OPINIA],__label__1
Austriacki rząd upada z powodu skandalu z rosyjskimi wpływami w tle,__label__1
Przywrócenie przez Sąd UE podatku dla supermarketów to bolesna porażka Komisji Europejskiej,__label__1
Jan Rostowski kandyduje do europarlamentu z Londynu i liczy że brexitu nie będzie,__label__1
"Polski los" liberała czyli jak populiści szastają pieniędzmi które zaoszczędził [OPINIA],__label__1
Beata Szydło wśród kilkunastu kobiet które mogłyby objąć wysokie stanowiska w Unii,__label__1
Brexit brexitem ale w Polsce dalej szkolą się lekarze na wyjazd do Wielkiej Brytanii,__label__1
Walka z globalnym ociepleniem – jeszcze jedno pole konfliktu między Wschodem i Zachodem Europy,__label__1
Polska walczy z oszustwami VAT ale odmawia przystąpienia do unijnego urzędu który te oszustwa ma zwalczać,__label__1
Szwedzi przestają podróżować samolotami bo zniechęcają ich ekologiczni aktywiści,__label__1
Litwini piją najostrzej w Europie – ich rząd z tym ostro walczy ale zaszkodzi mu to w wyborach,__label__1
Niemcy mają kryzys tożsamości bo spóźniają im się pociągi,__label__1
Lęk przed szczepieniami sieją populiści i niestety odnoszą sukcesy,__label__1
Wiceprzewodniczący Komisji Europejskiej: nie będzie funduszy unijnych jeśli sędziowie nie będą niezależni,__label__1
Nawet połowa europejskich wyborców mogła zetknąć się z fake newsami wspieranymi przez Rosję,__label__1
Katastrofa w Moskwie może uziemić rosyjski przemysł lotniczy,__label__1
"Ruxit"? Tak Rosja może zerwać z Radą Europy bo chce uciec przed kontrolą przestrzegania praw człowieka,__label__1
Nawet nie wiemy ile zjadamy codziennie plastiku. Ani czy nam to szkodzi,__label__1
Facebook chce walczyć z dezinformacją w sieci ale na razie słabo mu idzie,__label__1
Wojna Unii z Ukrainą o kurczaki – lecą pióra!,__label__1
Czechy – miejsce najbardziej jaskrawego sporu przeciwników i zwolenników Unii,__label__1
Niemcy są coraz bardziej chwiejni w sprawie obrony Zachodu [OPINIA],__label__1
Na zakończenie swojej kadencji Juncker poucza unijnych przywódców co powinni robić w przyszłości [KOMENTARZ],__label__1
Współpracownicy uważają Donalda Trumpa za dar od Boga – i mówią o tym publicznie,__label__1
Niebezpieczny mit założycielski Europy [OPINIA],__label__1
Podział Unii na Wschód i Zachód jest faktem a wcale tak nie musiało być [OPINIA],__label__1
Mateusz Morawiecki dla POLITICO: Polska ma wizję dla Europy,__label__1
W zwalczanie antyszczepionkowców włączają się najważniejsi politycy w tym nawet Donald Trump,__label__1
Joe Biden nowy kandydat na prezydenta USA jest starszy od Trumpa i ma najwięcej szans na pokonanie go,__label__1
Jedyna krajowa bitwa jakiej Władimir Putin nie zdołał dotąd wygrać – śmieci,__label__1
Mała Irlandia blokuje globalne działania na rzecz ochrony prywatności w internecie,__label__1
Unia będzie miała ból głowy z nieoczekiwanym powrotem brytyjskich posłów do europarlamentu,__label__1
Francuska skrajna prawica wybiera się do Brukseli pod wodzą 23-latka,__label__1
Ankieta: 48 procent Europejczyków wierzy w fałszerstwa na temat szczepionek,__label__1
Byli premierzy chcą zostać europosłami. Obok Beaty Szydło także 82-letni Silvio Berlusconi,__label__1
Putin i Kim zrobili sobie wspólne zdjęcie. Czy z ich spotkania wynika coś więcej? [KOMENTARZ],__label__1
Relacje Polski z Niemcami zgrzytają z powodu zbyt hałaśliwych pociągów,__label__1
Gazprom chce pozwać Unię za "dyskryminację" przy budowie Nord Stream 2,__label__1
Po pożarze Notre Dame we Francji rozmnożyli się znawcy spisków – nie mniej ich niż w Polsce,__label__1
Hiszpania powoli zamienia się w pustynię a temperatury ciągle rosną,__label__1
Po zwycięstwie Trumpa Putin dalej nieformalnie kontaktował się z jego ludźmi,__label__1
Ziemia usuwa nam się spod nóg. Zdaniem ekologów – dosłownie,__label__1
Jak Trump mataczył w rosyjskim śledztwie choć nie można go za to oskarżyć [OPINIA],__label__1
Nowe przepisy UE o samochodach. Będzie mniej zabitych na drogach,__label__1
Ukraińskie wybory prezydenckie zapewne wygra komik za którego plecami stoi miliarder,__label__1
Polska na 59. miejscu w światowym indeksie wolności prasy – o jedno miejsce niżej niż przed rokiem,__label__1
16-letnia Greta Thunberg słynna aktywistka proekologiczna zderza się z oporem polityków,__label__1
Czeska policja chce oskarżenia premiera Babiša o defraudację,__label__1
Czy Wołodymyr Zełenski jest kontrolowany przez pro-moskiewskich oligarchów? [KOMENTARZ],__label__1
Niemiecki przemysł węglowy – podobnie jak polski – walczy o życie,__label__1
Europa nie ma informatycznych gigantów ale za to globalnie je uregulowała,__label__1
Słabe zarzuty wobec Juliana Assange założyciela WikiLeaks [KOMENTARZ],__label__1
Prezydent Duda wśród 40 wyróżniających się europosłów kończącej się kadencji – według POLITICO,__label__1
Brexit w Halloween? Tak… jeśli tylko znów coś się nie zmieni [KOMENTARZ],__label__1
Wspólny strach przed Trumpem zbliża Unię i Chiny – mocno do niedawna zwaśnione strony,__label__1
Na brexit jeszcze trochę poczekamy choć rozwód nadal może nastąpić pojutrze [KOMENTARZ],__label__1
Szymański: Polska nie zaakceptuje cięć w unijnych funduszach spójności i w dopłatach dla rolników,__label__1
Unia straszy: ludzkość wyginie jeśli nie powstrzymamy wzrostu temperatury,__label__1
Szef monachijskiej Konferencji Bezpieczeństwa wzywa by nie izolować Rosji,__label__1
NATO odkrywa na swoje 70. urodziny że już nie Rosja tylko Chiny są jego głównym wrogiem,__label__1
Populiści dominują w sieciowej debacie przed wyborami do europarlamentu,__label__1
Nowa ekstremistyczna prawica rośnie w siłę zwłaszcza w sieci – nazywają siebie identytarianami,__label__1
Szef NATO wzywa do przeciwstawienia się rosyjskiej agresji,__label__1
W Brukseli coraz łatwiej o marihuanę ale klienci jeszcze się nie zaciągają,__label__1
Izba Gmin ponownie odrzuca wszystkie opcje brexitu,__label__1
Unia zdecydowała: Coca-Cola proszki do prania i paluszki rybne mają mieć taki sam skład w Warszawie co w Berlinie,__label__1
Jak Wielka Brytania przegrała wszystko co było do przegrania w bitwie o kształt brexitu [KOMENTARZ],__label__1
Wyborcze wahadło na Ukrainie znów wychyla się na wschód,__label__1
Chaos nowy kompromis lub powtórne referendum. Co wybiorą brytyjscy posłowie? [KOMENTARZ],__label__1
Społeczna aktywistka która wyrosła na protestach po śmierci Jána Kuciaka na drodze do słowackiej prezydentury,__label__1
Brytyjscy posłowie są przeciw wszystkim wersjom brexitu choć zapaliło się światełko dla powtórnego referendum [KOMENTARZ],__label__1
Brexit może być ale może go nie być – nie wiadomo jaka przyszłość czeka Wielką Brytanię po serii głosowań dziś wieczorem,__label__1
Kto wygrał a kto stracił na reformie prawa autorskiego,__label__1
Trump odetchnął. Nie ma dowodów na jego zmowę z Rosją ale jest 25 innych wątków które czekają na wyjaśnienie,__label__1
Komik Wołodymyr Zełenski na drodze do roli prezydenta Ukrainy,__label__1
Trump ma dużo większe szanse na zwycięstwo w 2020 r. niż myślimy - na razie,__label__1
Facebookowi Amazonowi czy Google'owi grozi nakaz podziału na mniejsze firmy – lepiej żeby się do tego przygotowały,__label__1
Unia przesuwa datę brexitu dając Wielkiej Brytanii ostatnią szansę na uporządkowany rozwód [KOMENTARZ],__label__1
Trumpowi nie daje spokoju prokurator Mueller – czy zapoczątkuje impeachment prezydenta?,__label__1
Niemal trzy czwarte Polaków popiera Unię – dużo powyżej średniej we Wspólnocie,__label__1
Putin rap i Nocne Wilki: Rosja świętuje piątą rocznicę aneksji Krymu,__label__1
Rosyjski gaz i Nord Stream 2 podzieliły Grupę Wyszehradzką,__label__1
Chłodna wiosna dla "polskiego Macrona" – partia Biedronia straciła rozpęd [OPINIA],__label__1
Fake newsy o "żółtych kamizelkach" miały miliony udostępnień na Facebooku,__label__1
Tego tekstu nie napisał robot ale kiedyś może napisze,__label__1
Brytyjski parlament prosi o opóźnienie brexitu. Czy Unia się zgodzi? I na jakich warunkach? [KOMENTARZ],__label__1
Unia może się zgodzić na opóźnienie brexitu ale ma pytanie: "Po co?",__label__1
Największym wygranym brexitu bez umowy będą irlandzcy przemytnicy,__label__1
Piloci przynajmniej pięciokrotnie zgłaszali problemy z samolotami Boeing 737 MAX,__label__1
W sprawie brexitu same pytania bez odpowiedzi a doszło jeszcze pytanie o przyszłość Theresy May [KOMENTARZ],__label__1
Londyn znosi cła na niemal wszystkie towary by uniknąć skoku cen po brexicie,__label__1
Berlin wprowadzi zniżki na bilety tylko dla kobiet,__label__1
Były szef NATO: w wojnie cybernetycznej światu grozi uzależnienie od państwa komunistycznego [OPINIA],__label__1
W sprawie brexitu "pewna jest tylko niepewność" – nie wiadomo już nawet kiedy nastąpi,__label__1
Zachód pokochał Poroszenkę bo tylko on może postawić się Kremlowi [Opinia],__label__1
Kobieta która rzuca wyzwanie "leśnym dziadkom" w światowej agencji antydopingowej,__label__1
Angela Merkel szykuje się do odejścia – może jeszcze w tym roku,__label__1
Czy Orbán wejdzie w nowy sojusz ze skrajną prawicą w Parlamencie Europejskim?,__label__1
Wybory prezydenckie w Ukrainie na ostatniej prostej – coraz więcej obrzucania błotem,__label__1
Europejscy partnerzy – w tym również Niemcy – tracą cierpliwość do Orbána,__label__1
Rośnie fala antysemityzmu w Europie – dlaczego tak się dzieje? [KOMENTARZ],__label__1
Szanse na reelekcję Justina Trudeau maleją,__label__1
W czasie szczytu w Hanoi Trump odniósł tylko jedno zwycięstwo: nad mediami,__label__1
Rośnie wewnętrzna presja na wyrzucenie Fideszu z EPL,__label__1
POLITICO: Niemiecka polityka wychodzi ze strefy komfortu,__label__1
Kluczowe momenty zeznań Michaela Cohena przed Komisją Izby Reprezentantów,__label__1
Cohen o Trumpie: to rasista oszust i krętacz,__label__1
Ukraiński kryzys wiary,__label__1
Jean-Claude Juncker: jestem zmęczony brexitem,__label__1
Belgijskie firmy chciały przejąć fundusze Muammara Kadafiego,__label__1
To nie Rosja jest problemem Europy Wschodniej,__label__1
Ukraina: trwa wojna cybernetyczna,__label__1
Najgorętszy front wojny cybernetycznej znajduje się na Ukrainie,__label__1
Unia zaostrza przepisy żeby bojownicy ISIS powracający do Europy nie mogli robić bomb,__label__1
Demony nuklearnej wojny wracają do Europy [KOMENTRZ],__label__1
Monachijska Konferencja Niebezpieczeństwa [KOMENTARZ],__label__1
Europa ma problem z NATO,__label__1
Stosunkom Polski z Izraelem może zaszkodzić również gramatyka,__label__1
Trump ogłasza w USA stan wyjątkowy żeby wydusić fundusze na budowę muru granicznego,__label__1
Potężna niegdyś Bundeswehra zaczyna przypominać Gang Olsena,__label__1
Konferencja bliskowschodnia budzi w świecie małe zainteresowanie,__label__1
Broń atomowa znów zaczyna grozić światu – czy można to jakoś powstrzymać? [KOMENTARZ],__label__1
W Żółte Kamizelki ubierają się we Francji wszyscy niezadowoleni – jedyne co ich łączy to że są przeciw,__label__1
Gazociągu Nord Stream 2 miało nie być – ale będzie [KOMENTARZ],__label__1
Nie pozwólmy by algorytmy podejmowały za nas decyzje [OPINIA],__label__1
Pompeo przyjeżdża poklepać po plecach sojuszników USA z Europy Wschodniej [OPINIA],__label__1
Brexit z umową rozwodową czy bez jest zagrożeniem pokoju w Irlandii [OPINIA],__label__1
Amerykański ambasador straszy że technologii 5G Huaweia będzie można użyć do zabójstwa na odległość,__label__1
Jak Polska przegrała bitwę o powstrzymanie rosyjskiego gazociągu Nord Stream 2,__label__1
Tusk miesza nie tylko w polskiej polityce – tym razem rozjuszył Brytyjczyków [KOMENTARZ],__label__1
Czy komik zostanie prezydentem Ukrainy?,__label__1
Umowa o brexicie wymaga chirurgicznego skalpela a nie topora [OPINIA],__label__1
Umowa o brexicie wymaga chirurgicznego skalpela a nie topora [OPINIA],__label__1
Spada popularność rządu Miedwiediewa – czy Putin go wyrzuci?,__label__1
Brexit może spowodować powrót przemocy na wyspie Irlandia [OPINIA],__label__1
Południe Europy patrzy kwaśno na kwaśne amerykańskie winogrona,__label__1
Rak boli bardziej w naszej części Europy,__label__1
Angela Merkel rezygnuje z Facebooka,__label__1
Biedroń chce odnowić polską politykę ale ryzykuje rozłam opozycji [OPINIA],__label__1
Polska i Węgry na cenzurowanym przed debatą o przyszłych unijnych dotacjach,__label__1
Szef amerykańskiego wywiadu przeczy Trumpowi w sprawie Korei Północnej Iranu i ISIS,__label__1
